1;0;3217.00;11.80;716.00;0.00;0.40
2;0;1640.00;10.57;1149.00;0.00;0.52
3;0;3195.00;12.20;445.00;0.00;0.32
4;0;3348.00;11.62;572.00;0.00;0.44
5;0;2503.00;10.90;711.00;0.00;0.36
6;0;2764.00;10.85;1130.00;0.00;0.48
7;0;1856.00;11.30;980.00;0.00;0.40
8;0;2507.00;12.77;826.00;0.00;0.56
9;0;3460.00;10.50;870.00;0.00;0.48
10;0;2273.00;10.05;1806.00;0.00;0.44
11;0;2526.00;12.30;1470.00;0.00;0.48
12;0;3248.00;11.55;307.00;0.00;0.56
13;0;1560.00;10.45;994.00;0.00;0.56
14;0;3186.00;10.50;1165.00;0.00;0.44
15;0;2622.00;10.97;1750.00;0.00;0.52
16;0;2186.00;11.22;1115.00;0.00;0.52
17;0;2530.00;12.50;1284.00;0.00;0.44
18;0;1751.00;10.75;932.00;0.00;0.44
19;0;1765.00;11.12;1145.00;0.00;0.52
20;0;3219.00;10.30;102.00;0.00;0.44
21;0;2346.00;10.20;1745.00;0.00;0.44
22;0;2381.00;10.65;794.00;0.00;0.52
23;0;2584.00;11.32;1665.00;0.00;0.52
24;0;2454.00;10.20;687.00;0.00;0.48
25;0;2584.00;10.27;1578.00;0.00;0.40
26;0;3730.00;10.45;1407.00;0.00;0.52
27;0;2716.00;11.72;716.00;0.00;0.44
28;0;2907.00;10.00;1016.00;0.00;0.64
29;0;1826.00;11.90;1067.00;0.00;0.44
30;0;2235.00;10.35;1358.00;0.00;0.48
31;0;2563.00;10.67;1622.00;0.00;0.48
32;0;3101.00;10.45;1209.00;0.00;0.72
33;0;3101.00;10.95;868.00;0.00;0.56
34;0;2587.00;10.90;1424.00;0.00;0.52
35;0;2264.00;11.00;1177.00;0.00;0.44
36;0;2966.00;11.77;1118.00;0.00;0.56
37;0;3255.00;11.00;273.00;0.00;0.56
38;0;1798.00;10.27;1313.00;0.00;0.44
39;0;2637.00;10.15;704.00;0.00;0.52
40;0;2651.00;10.90;1538.00;0.00;0.44
41;0;2163.00;9.80;1411.00;0.00;0.48
42;0;2409.00;10.10;1879.00;0.00;0.44
43;0;3145.00;10.30;718.00;0.00;0.56
44;0;3161.00;11.80;912.00;0.00;0.56
45;0;3892.00;10.47;1257.00;0.00;0.64
46;0;1932.00;11.25;1037.00;0.00;0.56
47;0;2817.00;11.95;612.00;0.00;0.40
48;0;3044.00;11.47;442.00;0.00;0.56
49;0;2294.00;10.97;1512.00;0.00;0.48
50;0;2514.00;11.00;1377.00;0.00;0.52
51;0;2397.00;10.02;1575.00;0.00;0.36
52;0;2423.00;9.77;655.00;0.00;0.64
53;0;1964.00;10.02;1447.00;0.00;0.48
54;0;2993.00;12.55;618.00;0.00;0.36
55;0;3424.00;11.75;1095.00;0.00;0.48
56;0;2643.00;10.52;1743.00;0.00;0.48
57;0;2867.00;11.37;549.00;0.00;0.40
58;0;2724.00;12.02;1251.00;0.00;0.48
59;0;3327.00;11.20;337.00;0.00;0.60
60;0;3080.00;10.47;195.00;0.00;0.52
61;0;2867.00;11.00;706.00;0.00;0.44
62;0;3374.00;11.37;471.00;0.00;0.48
63;0;3610.00;12.90;1225.00;0.00;0.48
64;0;2249.00;11.40;1552.00;0.00;0.48
65;0;2289.00;10.85;860.00;0.00;0.48
66;0;3221.00;11.42;340.00;0.00;0.60
67;0;2640.00;11.40;1095.00;0.00;0.44
68;0;2467.00;11.90;860.00;0.00;0.52
