0;0;0;0;land;false;unknown;0
1;230;155;152;land;false;forest;1
2;201;228;143;land;false;forest;1
3;26;236;247;land;false;forest;1
4;128;239;220;land;false;forest;1
5;186;150;234;land;false;forest;1
6;198;213;201;land;false;forest;1
7;165;204;174;land;false;forest;1
8;252;241;206;land;false;forest;1
9;161;227;248;land;false;forest;1
10;138;252;180;land;true;forest;1
11;182;141;191;land;false;forest;1
12;128;229;176;land;false;forest;1
13;229;108;222;land;false;forest;1
14;201;91;222;land;false;forest;1
15;227;163;142;land;false;forest;1
16;187;254;192;land;false;forest;1
17;147;218;234;land;false;forest;1
18;178;178;237;land;false;forest;1
19;217;188;174;land;false;forest;1
20;248;171;111;land;false;forest;1
21;146;220;254;land;false;forest;1
22;174;227;210;land;false;forest;1
23;142;210;209;land;false;forest;1
24;104;232;185;land;false;forest;1
25;62;253;213;land;false;forest;1
26;147;227;241;land;false;forest;1
27;116;186;217;land;false;forest;1
28;228;152;125;land;false;forest;1
29;171;252;137;land;false;forest;1
30;213;93;203;land;false;forest;1
31;138;213;254;land;false;forest;1
32;168;194;153;land;false;forest;1
33;183;178;179;land;false;forest;1
34;215;254;208;land;false;forest;1
35;177;141;240;land;false;forest;1
36;227;141;201;land;false;forest;1
37;146;130;254;land;false;forest;1
38;202;118;229;land;true;forest;1
39;231;115;235;land;false;forest;1
40;101;247;174;land;false;forest;1
41;193;130;249;land;false;forest;1
42;153;107;249;land;false;forest;1
43;234;251;185;land;false;forest;1
44;216;245;151;land;false;forest;1
45;139;133;234;land;true;forest;1
46;162;203;241;land;false;forest;1
47;128;246;176;land;false;forest;1
48;231;179;146;land;false;forest;1
49;136;133;240;land;false;forest;1
50;146;166;214;land;false;forest;1
51;211;170;147;land;false;forest;1
52;220;206;161;land;false;forest;1
53;91;235;252;land;false;forest;1
54;96;196;254;land;false;forest;1
55;176;180;190;land;false;forest;1
56;226;222;89;land;false;forest;1
57;228;176;120;land;false;forest;1
58;237;186;117;land;false;forest;1
59;191;218;200;land;false;forest;1
60;185;171;226;land;false;forest;1
61;226;232;98;land;false;forest;1
62;228;252;71;land;false;forest;1
63;211;202;237;land;false;forest;1
64;228;210;224;land;false;forest;1
65;252;240;98;land;false;forest;1
66;105;150;252;land;false;forest;1
67;226;237;187;land;false;forest;1
68;237;251;31;land;false;forest;1
69;226;213;104;land;true;forest;1
70;124;145;234;land;false;forest;1
71;213;192;100;land;false;forest;1
72;192;157;179;land;false;forest;1
73;246;211;214;land;false;forest;1
74;239;101;217;land;false;forest;1
75;243;151;146;land;false;forest;1
76;245;183;136;land;false;forest;1
77;253;158;121;land;false;forest;1
78;158;253;161;land;false;forest;1
79;231;248;217;land;false;forest;1
80;195;215;111;land;false;forest;1
81;202;208;254;land;false;forest;1
82;188;196;120;land;false;forest;1
83;169;234;114;land;false;forest;1
84;238;160;206;land;false;forest;1
85;108;251;182;land;false;forest;1
86;254;195;253;land;false;forest;1
